Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
acid-amino acid ligase activity (GO:0016881)	1/7	0.005587341707821481	0.048218347655266405	0	0	221.9777777777778	1151.4545938502376	PPCS
aryl hydrocarbon receptor binding (GO:0017162)	1/8	0.006383144070851652	0.048218347655266405	0	0	190.25714285714287	961.5775796687342	ARNT
mitogen-activated protein kinase kinase binding (GO:0031434)	1/8	0.006383144070851652	0.048218347655266405	0	0	190.25714285714287	961.5775796687342	DLG1
guanylate kinase activity (GO:0004385)	1/9	0.007178349711373001	0.048218347655266405	0	0	166.46666666666667	821.7936241053455	DLG1
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	1/10	0.00797295899684864	0.048218347655266405	0	0	147.96296296296296	714.9125872208035	ASH1L
histone methyltransferase activity (H3-K36 specific) (GO:0046975)	1/11	0.008766972300957528	0.048218347655266405	0	0	133.16	630.7474630602054	ASH1L
nucleoside monophosphate kinase activity (GO:0050145)	1/20	0.015886337864689626	0.07489273564782252	0	0	70.05263157894737	290.1787210723924	DLG1
DNA binding (GO:0003677)	3/811	0.025066487552794545	0.10339926115527749	0	0	5.476770753998477	20.188600960126013	NFYC;ARNT;ZNF148
histone-lysine N-methyltransferase activity (GO:0018024)	1/45	0.03541168760944945	0.12069000251367279	0	0	30.21212121212121	100.93003681239617	ASH1L
potassium channel regulator activity (GO:0015459)	1/50	0.039272920734465235	0.12069000251367279	0	0	27.122448979591837	87.80133530116419	DLG1
nuclear receptor coactivator activity (GO:0030374)	1/53	0.04158270052170735	0.12069000251367279	0	0	25.553846153846155	81.26304639681278	DCAF6
myosin binding (GO:0017022)	1/56	0.04388727364133556	0.12069000251367279	0	0	24.156363636363636	75.5159546794018	KIRREL1
protein tyrosine kinase binding (GO:1990782)	1/72	0.056090846072530835	0.12513811953236706	0	0	18.697652582159623	53.86387318021709	CD247
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	3/1149	0.06047956402912512	0.12513811953236706	0	0	3.793395086588804	10.64217931875441	NFYC;ARNT;ZNF148
cis-regulatory region sequence-specific DNA binding (GO:0000987)	3/1149	0.06047956402912512	0.12513811953236706	0	0	3.793395086588804	10.64217931875441	NFYC;ARNT;ZNF148
protein kinase binding (GO:0019901)	2/506	0.06067302765205676	0.12513811953236706	0	0	5.521541950113379	15.472774250347072	DLG1;CD247
transcription cis-regulatory region binding (GO:0000976)	2/549	0.07003264841777987	0.1359457292815727	0	0	5.076260120135806	13.496728628495443	NFYC;ARNT
phosphatase binding (GO:0019902)	1/114	0.08743411467706119	0.14905171400409073	0	0	11.72330383480826	28.56816441905438	DLG1
protein homodimerization activity (GO:0042803)	2/636	0.09032305571897785	0.14905171400409073	0	0	4.3600721045516	10.48319398569583	PPCS;ARNT
RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	3/1359	0.09033437212369136	0.14905171400409073	0	0	3.1701837985023826	7.621873969185756	NFYC;ARNT;ZNF148
sequence-specific DNA binding (GO:0043565)	2/707	0.10805420296641388	0.16400725752216538	0	0	3.9065856129685916	8.692630758175735	ARNT;ZNF148
sequence-specific double-stranded DNA binding (GO:1990837)	2/712	0.1093381716814436	0.16400725752216538	0	0	3.8780684104627765	8.583366457525091	NFYC;ARNT
protein heterodimerization activity (GO:0046982)	1/188	0.14029663931929506	0.19481644820295285	0	0	7.057754010695187	13.861402380035642	ARNT
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	1/190	0.14168468960214753	0.19481644820295285	0	0	6.982363315696649	13.644593555126402	ARNT
transcription regulatory region nucleic acid binding (GO:0001067)	1/212	0.15681521223598194	0.20699608015149618	0	0	6.24739336492891	11.574465464179113	NFYC
microtubule binding (GO:0008017)	1/232	0.17035290305095935	0.21621714618006377	0	0	5.7007215007215	10.08961060394311	PSRC1
DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	1/256	0.1863291403140499	0.22773561593939434	0	0	5.157908496732026	8.666527254580858	ZNF148
tubulin binding (GO:0015631)	1/307	0.21932591097783813	0.25849125222388064	0	0	4.28714596949891	6.504442763126704	PSRC1
cadherin binding (GO:0045296)	1/322	0.22878945434598497	0.2592270072507185	0	0	4.083696780893042	6.023261274151695	DLG1
DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	1/333	0.23566091568247136	0.2592270072507185	0	0	3.9461847389558233	5.703662724447538	NFYC
kinase binding (GO:0019900)	1/461	0.3115122666957981	0.3316098322890754	0	0	2.829565217391304	3.300168776555047	DLG1
double-stranded DNA binding (GO:0003690)	1/651	0.4111981290883343	0.42404807062234473	0	0	1.982974358974359	1.7622298808478893	ARNT
RNA binding (GO:0003723)	1/1406	0.688620974805425	0.688620974805425	0	0	0.8815658362989324	0.3288807138268606	UBAP2L
