Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
pulmonary valve morphogenesis (GO:0003184)	3/17	7.155098708723413E-4	0.39604283263731804	0	0	20.274094326725905	146.8354355833745	NOTCH2;HEYL;GJA5
regulation of growth rate (GO:0040009)	2/5	0.0010950268963888534	0.39604283263731804	0	0	62.80952380952381	428.1710385591926	NOTCH2;BNIPL
cellular response to lectin (GO:1990858)	6/115	0.001425777078080048	0.39604283263731804	0	0	5.25848401175737	34.45904710764695	NRAS;PSMB4;PSMB2;PRKACB;MUC4;PAK2
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	6/115	0.001425777078080048	0.39604283263731804	0	0	5.25848401175737	34.45904710764695	NRAS;PSMB4;PSMB2;PRKACB;MUC4;PAK2
regulation of protein lipidation (GO:1903059)	2/6	0.0016310745215249675	0.39604283263731804	0	0	47.10476190476191	302.34268047722435	GBA;RABL3
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	6/119	0.001698167244848944	0.39604283263731804	0	0	5.0713119683821635	32.34587090698488	NRAS;PSMB4;PSMB2;PRKACB;MUC4;PAK2
negative regulation of stress fiber assembly (GO:0051497)	3/24	0.002016499961177039	0.39604283263731804	0	0	13.511278195488721	83.85628840103446	F11R;PAK2;PHLDB2
bicellular tight junction assembly (GO:0070830)	4/53	0.0023940434358400674	0.39604283263731804	0	0	7.746860282574568	46.75053186765905	DLG1;CLDN8;F11R;PAK2
plasma membrane bounded cell projection organization (GO:0120036)	6/128	0.0024542632573262705	0.39604283263731804	0	0	4.695050135285691	28.216916375810857	GSK3B;GBA;TBC1D23;NCDN;ROPN1;CFAP126
negative regulation of actin filament bundle assembly (GO:0032232)	3/27	0.002846911500251656	0.39604283263731804	0	0	11.820574162679426	69.28653844339811	F11R;PAK2;PHLDB2
tight junction assembly (GO:0120192)	4/56	0.0029297048816479478	0.39604283263731804	0	0	7.298816568047338	42.57292837798918	DLG1;CLDN8;F11R;PAK2
protein localization to plasma membrane (GO:0072659)	6/136	0.0033173961031830817	0.3997894267273587	0	0	4.404331590739358	25.14245769531471	DLG1;RAP1A;ZDHHC23;PIP5K1A;F11R;NECTIN3
response to reactive oxygen species (GO:0000302)	4/59	0.0035420001687518575	0.3997894267273587	0	0	6.89965034965035	38.93516637545794	PLK3;JUN;STK25;SOD1
apical junction assembly (GO:0043297)	4/60	0.0037639892227189116	0.3997894267273587	0	0	6.7760989010989015	37.82605373063426	DLG1;CLDN8;F11R;PAK2
negative regulation of interleukin-6 production (GO:0032715)	3/31	0.004241140248796339	0.41928056529973895	0	0	10.12987012987013	55.33870172786905	GBA;CD200;SLAMF1
removal of superoxide radicals (GO:0019430)	2/10	0.004758284264052315	0.41928056529973895	0	0	23.547619047619047	125.92956131132573	PRDX1;SOD1
cellular response to superoxide (GO:0071451)	2/11	0.005775248678537514	0.41928056529973895	0	0	20.93015873015873	107.87767915342954	PRDX1;SOD1
Notch signaling involved in heart development (GO:0061314)	2/11	0.005775248678537514	0.41928056529973895	0	0	20.93015873015873	107.87767915342954	NOTCH2;HEYL
Golgi inheritance (GO:0048313)	2/11	0.005775248678537514	0.41928056529973895	0	0	20.93015873015873	107.87767915342954	PLK3;STK25
Fc-epsilon receptor signaling pathway (GO:0038095)	5/111	0.006602330591296102	0.41928056529973895	0	0	4.485005924710601	22.516221331180322	VAV3;JUN;PSMB4;PSMB2;PAK2
regulation of cytoskeleton organization (GO:0051493)	5/112	0.006852701705768369	0.41928056529973895	0	0	4.4428642376631	22.139291407118577	GSK3B;PFDN2;F11R;PHLDB2;PAK2
Fc receptor signaling pathway (GO:0038093)	5/112	0.006852701705768369	0.41928056529973895	0	0	4.4428642376631	22.139291407118577	VAV3;JUN;PSMB4;PSMB2;PAK2
negative regulation of calcineurin-mediated signaling (GO:0106057)	2/12	0.006882157883623706	0.41928056529973895	0	0	18.836190476190477	93.78205894668916	GSK3B;RCAN1
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	2/12	0.006882157883623706	0.41928056529973895	0	0	18.836190476190477	93.78205894668916	GSK3B;RCAN1
positive regulation of cellular component organization (GO:0051130)	5/114	0.007373241600636026	0.41928056529973895	0	0	4.360900589460622	21.41157635070611	SH3GLB1;GSK3B;TFRC;FAF1;GBA
positive regulation of potassium ion transport (GO:0043268)	3/38	0.007539467896189708	0.41928056529973895	0	0	8.101025290498974	39.59460094262786	DLG1;KCNJ10;KCNN3
regulation of protein-containing complex assembly (GO:0043254)	5/116	0.007920747920723621	0.41928056529973895	0	0	4.281890586238412	20.716941238814034	SH3GLB1;GSK3B;TFRC;FAF1;GBA
kinetochore organization (GO:0051383)	2/13	0.008077009149265098	0.41928056529973895	0	0	17.122943722943724	82.51090475836101	NUF2;POGZ
atrial septum development (GO:0003283)	2/14	0.009357831743300139	0.41928056529973895	0	0	15.695238095238095	73.320958730443	NOTCH2;GJA5
atrioventricular valve development (GO:0003171)	2/14	0.009357831743300139	0.41928056529973895	0	0	15.695238095238095	73.320958730443	HEYL;GJA5
positive regulation of T-helper cell differentiation (GO:0045624)	2/14	0.009357831743300139	0.41928056529973895	0	0	15.695238095238095	73.320958730443	CD86;NFKBIZ
protein localization to cell-cell junction (GO:0150105)	2/15	0.010722686485029541	0.41928056529973895	0	0	14.487179487179487	65.70506040078747	F11R;PAK2
cellular response to oxidative stress (GO:0034599)	5/125	0.010736052549076325	0.41928056529973895	0	0	3.9589371980676327	17.950406403204706	JUN;PRDX1;ARNT;GPX7;SOD1
regulation of protein localization to nucleus (GO:1900180)	3/47	0.013519873671332611	0.41928056529973895	0	0	6.4410613310134845	27.719716454840494	GSK3B;TFRC;OTUD7B
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	2/17	0.013696890791426131	0.41928056529973895	0	0	12.554285714285715	53.865247816541476	GJA5;ATP1A1
cell surface receptor signaling pathway involved in heart development (GO:0061311)	2/17	0.013696890791426131	0.41928056529973895	0	0	12.554285714285715	53.865247816541476	NOTCH2;HEYL
positive regulation of reactive oxygen species metabolic process (GO:2000379)	3/49	0.015127245460277947	0.41928056529973895	0	0	6.16039109631787	25.819787393051193	GADD45A;SLC5A3;SOD1
pulmonary valve development (GO:0003177)	2/18	0.015302515802612085	0.41928056529973895	0	0	11.769047619047619	49.19153594031784	NOTCH2;HEYL
response to axon injury (GO:0048678)	2/18	0.015302515802612085	0.41928056529973895	0	0	11.769047619047619	49.19153594031784	GAP43;SOD1
regulation of GTPase activity (GO:0043087)	6/189	0.015609973589076342	0.41928056529973895	0	0	3.1203246856597167	12.98006777959921	VAV3;GSK3B;RAP1A;F11R;EVI5;SOD1
potassium ion transmembrane transport (GO:0071805)	5/139	0.016363034371607556	0.41928056529973895	0	0	3.542793279976927	14.570553942217565	KCNJ10;KCNA3;KCNN3;ATP1A1;SLC9C1
positive regulation of cellular component biogenesis (GO:0044089)	4/92	0.01661333223634894	0.41928056529973895	0	0	4.30506993006993	17.64023825530328	SH3GLB1;GSK3B;TFRC;FAF1
protein localization to cell periphery (GO:1990778)	5/140	0.016827395139167988	0.41928056529973895	0	0	3.516371443907676	14.363487908981936	DLG1;RAP1A;ZDHHC23;PIP5K1A;F11R
negative regulation of protein localization to nucleus (GO:1900181)	2/19	0.016984722995280012	0.41928056529973895	0	0	11.076190476190476	45.14036063859922	GSK3B;OTUD7B
regulation of synaptic vesicle exocytosis (GO:2000300)	2/19	0.016984722995280012	0.41928056529973895	0	0	11.076190476190476	45.14036063859922	GSK3B;RAP1A
