Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	2/136	0.003959168695202377	0.06426059021354573	0	0	24.691542288557216	136.58672796811427	CD247;PRKACB
regulation of inflammatory response to antigenic stimulus (GO:0002861)	2/137	0.004016218890047296	0.06426059021354573	0	0	24.507407407407406	135.21752237906108	CD247;PRKACB
histone H3-K36 methylation (GO:0010452)	1/6	0.004193119798694676	0.06426059021354573	0	0	307.4	1682.8029678019434	ASH1L
negative regulation of protein sumoylation (GO:0033234)	1/7	0.004890387533564395	0.06426059021354573	0	0	256.15384615384613	1362.8623704331803	PIAS3
estrogen biosynthetic process (GO:0006703)	1/9	0.006283564258093123	0.06426059021354573	0	0	192.09615384615384	973.8925197668605	HSD17B7
negative regulation of immune response (GO:0050777)	2/178	0.006681013719868997	0.06426059021354573	0	0	18.759469696969695	93.95653287434094	CD247;PRKACB
positive regulation of protein sumoylation (GO:0033235)	1/10	0.006979473680213335	0.06426059021354573	0	0	170.74358974358975	847.7046615380154	PIAS3
thyroid hormone generation (GO:0006590)	1/12	0.008369935820942226	0.06426059021354573	0	0	139.6853146853147	668.1300945358273	CTSK
homeostasis of number of cells (GO:0048872)	1/13	0.009064489027893918	0.06426059021354573	0	0	128.03846153846155	602.2149225510485	UBAP2L
high-density lipoprotein particle assembly (GO:0034380)	1/13	0.009064489027893918	0.06426059021354573	0	0	128.03846153846155	602.2149225510485	PRKACB
negative regulation of inflammatory response (GO:0050728)	2/212	0.009357831743300139	0.06426059021354573	0	0	15.695238095238095	73.320958730443	CD247;PRKACB
protein kinase A signaling (GO:0010737)	1/15	0.0104522409709381	0.06426059021354573	0	0	109.73626373626374	500.5003914455875	PRKACB
activation of protein kinase A activity (GO:0034199)	1/17	0.01183818865932929	0.06426059021354573	0	0	96.00961538461539	425.93942395331476	PRKACB
regulation of protein sumoylation (GO:0033233)	1/18	0.01253048655713669	0.06426059021354573	0	0	90.35746606334841	395.7287161899813	PIAS3
cellular response to glucagon stimulus (GO:0071377)	1/19	0.013222334171232074	0.06426059021354573	0	0	85.33333333333333	369.13902050225767	PRKACB
piRNA metabolic process (GO:0034587)	1/19	0.013222334171232074	0.06426059021354573	0	0	85.33333333333333	369.13902050225767	TDRKH
peptidyl-lysine dimethylation (GO:0018027)	1/19	0.013222334171232074	0.06426059021354573	0	0	85.33333333333333	369.13902050225767	ASH1L
androgen metabolic process (GO:0008209)	1/21	0.014604679593987663	0.06426059021354573	0	0	76.79230769230769	324.5560291468294	HSD17B7
response to glucagon (GO:0033762)	1/21	0.014604679593987663	0.06426059021354573	0	0	76.79230769230769	324.5560291468294	PRKACB
stress granule assembly (GO:0034063)	1/21	0.014604679593987663	0.06426059021354573	0	0	76.79230769230769	324.5560291468294	UBAP2L
regulation of epidermal cell differentiation (GO:0045604)	1/25	0.017363978615388416	0.06802461181825922	0	0	63.98076923076923	259.3369252570107	CTSK
primary neural tube formation (GO:0014020)	1/30	0.02080301457834001	0.06802461181825922	0	0	52.93633952254642	205.00430545239047	LMO4
estrogen metabolic process (GO:0008210)	1/30	0.02080301457834001	0.06802461181825922	0	0	52.93633952254642	205.00430545239047	HSD17B7
renal water homeostasis (GO:0003091)	1/31	0.02148947938555657	0.06802461181825922	0	0	51.16923076923077	196.4996601316088	PRKACB
tube closure (GO:0060606)	1/31	0.02148947938555657	0.06802461181825922	0	0	51.16923076923077	196.4996601316088	LMO4
peptide cross-linking (GO:0018149)	1/31	0.02148947938555657	0.06802461181825922	0	0	51.16923076923077	196.4996601316088	CD247
steroid hormone biosynthetic process (GO:0120178)	1/31	0.02148947938555657	0.06802461181825922	0	0	51.16923076923077	196.4996601316088	HSD17B7
neural tube closure (GO:0001843)	1/34	0.023546193825120534	0.06802461181825922	0	0	46.51048951048951	174.35810878919273	LMO4
regulation of keratinocyte differentiation (GO:0045616)	1/34	0.023546193825120534	0.06802461181825922	0	0	46.51048951048951	174.35810878919273	CTSK
secondary alcohol biosynthetic process (GO:1902653)	1/34	0.023546193825120534	0.06802461181825922	0	0	46.51048951048951	174.35810878919273	HSD17B7
cholesterol biosynthetic process (GO:0006695)	1/35	0.02423087286505986	0.06802461181825922	0	0	45.14027149321267	167.92757529985917	HSD17B7
mitochondrion disassembly (GO:0061726)	1/36	0.024915106126970902	0.06802461181825922	0	0	43.848351648351645	161.9004351330391	CTSK
ncRNA metabolic process (GO:0034660)	1/37	0.025598893875467085	0.06802461181825922	0	0	42.62820512820513	156.2411590204543	TDRKH
sterol biosynthetic process (GO:0016126)	1/38	0.026282236384327425	0.06802461181825922	0	0	41.474012474012476	150.91820759135345	HSD17B7
autophagy of mitochondrion (GO:0000422)	1/40	0.027647586728505463	0.06951393234595658	0	0	39.34319526627219	141.17191556098328	CTSK
substantia nigra development (GO:0021762)	1/43	0.029692279563515972	0.07258112782192794	0	0	36.527472527472526	128.46230708138887	ZNF148
cellular defense response (GO:0006968)	1/49	0.03376969386509401	0.08031710973319656	0	0	31.951923076923077	108.25923449477123	ZNF148
protein sumoylation (GO:0016925)	1/55	0.037831194118660955	0.08536269442159394	0	0	28.39316239316239	92.97685364985718	PIAS3
negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	1/55	0.037831194118660955	0.08536269442159394	0	0	28.39316239316239	92.97685364985718	PIAS3
cellular protein catabolic process (GO:0044257)	1/60	0.0412036623612398	0.08988199270719344	0	0	25.980443285528033	82.85756066816143	CTSK
pattern recognition receptor signaling pathway (GO:0002221)	1/61	0.04187683751130603	0.08988199270719344	0	0	25.546153846153846	81.05851861588675	CTSK
cellular component disassembly (GO:0022411)	1/66	0.04523613528541748	0.09257627686317996	0	0	23.57514792899408	72.98533526719285	CTSK
extracellular matrix disassembly (GO:0022617)	1/66	0.04523613528541748	0.09257627686317996	0	0	23.57514792899408	72.98533526719285	CTSK
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/71	0.04858449389017961	0.0944439898988868	0	0	21.885714285714286	66.19226727807713	CD247
Fc-gamma receptor signaling pathway (GO:0038094)	1/72	0.04925285580043781	0.0944439898988868	0	0	21.57638136511376	64.9619085278147	CD247
proteolysis involved in cellular protein catabolic process (GO:0051603)	1/74	0.05058827191294091	0.0944439898988868	0	0	20.98314014752371	62.6144353100612	CTSK
