Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
piP-body (GO:0071547)	1/5	0.0034953988931204698	0.02078414701764868	0	0	384.2692307692308	2173.5450385769154	TDRKH
endolysosome lumen (GO:0036021)	1/5	0.0034953988931204698	0.02078414701764868	0	0	384.2692307692308	2173.5450385769154	CTSK
alpha-beta T cell receptor complex (GO:0042105)	1/6	0.004193119798694676	0.02078414701764868	0	0	307.4	1682.8029678019434	CD247
pi-body (GO:0071546)	1/7	0.004890387533564395	0.02078414701764868	0	0	256.15384615384613	1362.8623704331803	TDRKH
T cell receptor complex (GO:0042101)	1/12	0.008369935820942226	0.028457781791203566	0	0	139.6853146853147	668.1300945358273	CD247
P granule (GO:0043186)	1/19	0.013222334171232074	0.037463280151824215	0	0	85.33333333333333	369.13902050225767	TDRKH
endolysosome (GO:0036019)	1/25	0.017363978615388416	0.038361948437371673	0	0	63.98076923076923	259.3369252570107	CTSK
endosome lumen (GO:0031904)	1/26	0.01805268161758667	0.038361948437371673	0	0	61.418461538461536	246.562020931719	CTSK
lysosome (GO:0005764)	2/477	0.0427426723383976	0.08073615886141768	0	0	6.845964912280702	21.582298067149367	CTSK;GDAP2
lysosomal lumen (GO:0043202)	1/86	0.05856426270354889	0.09955924659603312	0	0	18.00995475113122	51.10559906499446	CTSK
vacuolar lumen (GO:0005775)	1/161	0.10702137927515622	0.16539667706160505	0	0	9.53173076923077	21.300812848489535	CTSK
lytic vacuole (GO:0000323)	1/219	0.14289552606511263	0.20243532859224292	0	0	6.9752999294283695	13.57143303639385	CTSK
lytic vacuole membrane (GO:0098852)	1/267	0.17156747363839753	0.22435746552713523	0	0	5.702718334297281	10.052630169184962	GDAP2
lysosomal membrane (GO:0005765)	1/330	0.20784864767824196	0.2523876436092938	0	0	4.5959784895955105	7.220029977757291	GDAP2
endoplasmic reticulum membrane (GO:0005789)	1/712	0.3980945678339732	0.4511738435451696	0	0	2.085361895488478	1.920755302132506	HSD17B7
intracellular membrane-bounded organelle (GO:0043231)	4/5192	0.5122644100638216	0.5442809356928104	0	0	1.140940632228219	0.7631915743323049	CTSK;UBAP2L;ASH1L;PRKACB
nucleus (GO:0005634)	3/4484	0.6382946701734754	0.6382946701734754	0	0	0.9436814022843927	0.4236707074156904	UBAP2L;ASH1L;PRKACB
