Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO:0000276)	2/8	0.0014010766280144373	0.20315611106209341	0	0	46.5962441314554	306.16128922585807	ATP5PB;ATP5PO
proton-transporting ATP synthase complex (GO:0045259)	2/15	0.005083277524472517	0.22644114820131606	0	0	21.498374864572046	113.55009579541293	ATP5PB;ATP5PO
focal adhesion (GO:0005925)	8/387	0.007043492639335969	0.22644114820131606	0	0	3.022970665838895	14.980787960733815	LMLN;ALCAM;MTF2;PIP5K1A;PHLDB2;MPZL1;DCAF6;CNN3
mitochondrial proton-transporting ATP synthase complex (GO:0005753)	2/18	0.007303199171774846	0.22644114820131606	0	0	17.464788732394368	85.91702890574375	ATP5PB;ATP5PO
cell-substrate junction (GO:0030055)	8/394	0.0078083154552177955	0.22644114820131606	0	0	2.9670832063395305	14.397967172739627	LMLN;ALCAM;MTF2;PIP5K1A;PHLDB2;MPZL1;DCAF6;CNN3
microtubule (GO:0005874)	5/182	0.010287787895456637	0.24862154080686874	0	0	3.999309027354388	18.304028471537027	MACF1;DLG1;PSRC1;SYNJ1;CCT8
synaptic membrane (GO:0097060)	2/26	0.014941764599782232	0.2708341699171904	0	0	11.63849765258216	48.92353046794489	DLG1;SYNJ1
intercalated disc (GO:0014704)	2/31	0.020884307912838993	0.2708341699171904	0	0	9.629431762991743	37.253933653561546	DLG1;GJA5
intermediate filament cytoskeleton (GO:0045111)	3/84	0.022798298112562947	0.2708341699171904	0	0	5.19437877593906	19.64030658973557	MACF1;CCT8;PHLDB2
basolateral plasma membrane (GO:0016323)	4/151	0.023791914448142708	0.2708341699171904	0	0	3.830709426627794	14.320760455149461	DLG1;TFRC;ATP1A1;PLPP3
vesicle (GO:0031982)	5/226	0.02395926379411902	0.2708341699171904	0	0	3.1959048146098508	11.92519996880322	MUC1;TFRC;SYNJ1;ITSN1;ATP1A1
U2-type spliceosomal complex (GO:0005684)	3/89	0.026480735067257413	0.2708341699171904	0	0	4.891142998515586	17.76139240172214	SF3A3;PRPF3;PPIE
actin cytoskeleton (GO:0015629)	6/316	0.027032888386225307	0.2708341699171904	0	0	2.741374474053296	9.898283735404412	MACF1;MLPH;TPM3;CAPZA1;CNN3;CTTNBP2NL
cytoskeleton (GO:0005856)	9/600	0.02976537575233668	0.2708341699171904	0	0	2.1731528482797517	7.637348903009151	IQCB1;MACF1;PSRC1;TPM3;CAPZA1;CCT8;PHLDB2;CNN3;CTTNBP2NL
